plant_id,meter_id,meter_reading,date,created_at,data_availability,guid
900001,910002,423102687.0,2025-06-26 16:00:10.000000 UTC,2025-06-26 16:00:10.000000 UTC,1.0,plant-guid-00000042
900004,910004,246743624.0,2025-06-26 16:00:10.000000 UTC,2025-06-26 16:00:10.000000 UTC,1.0,plant-guid-00000043
900004,910006,239084513.0,2025-06-26 16:00:10.000000 UTC,2025-06-26 16:00:10.000000 UTC,1.0,plant-guid-00000044
900005,910009,196021734.0,2025-06-23 16:00:10.000000 UTC,2025-06-23 16:00:10.000000 UTC,1.0,plant-guid-00000045
900003,910005,84836320.0,2025-06-22 16:00:10.000000 UTC,2025-06-22 16:00:10.000000 UTC,1.0,plant-guid-00000046
900003,910000,171258390.0,2025-06-22 16:00:10.000000 UTC,2025-06-22 16:00:10.000000 UTC,1.0,plant-guid-00000047
900003,910001,80862859.0,2025-06-22 16:00:10.000000 UTC,2025-06-22 16:00:10.000000 UTC,1.0,plant-guid-00000048
900002,910003,441024406.0,2025-06-22 16:00:10.000000 UTC,2025-06-22 16:00:10.000000 UTC,1.0,plant-guid-00000049
900005,910009,195684176.7,2025-06-22 16:00:10.000000 UTC,2025-06-22 16:00:10.000000 UTC,1.0,plant-guid-00000050
900005,910008,188574648.6,2025-06-22 16:00:10.000000 UTC,2025-06-22 16:00:10.000000 UTC,1.0,plant-guid-00000051
900001,910002,419566031.0,2025-06-22 16:00:10.000000 UTC,2025-06-22 16:00:10.000000 UTC,1.0,plant-guid-00000052
900004,910004,243767491.0,2025-06-22 16:00:10.000000 UTC,2025-06-22 16:00:10.000000 UTC,1.0,plant-guid-00000053
900004,910006,234831284.0,2025-06-22 16:00:10.000000 UTC,2025-06-22 16:00:10.000000 UTC,1.0,plant-guid-00000054
900003,910005,84999843.0,2025-06-23 16:00:10.000000 UTC,2025-06-23 16:00:10.000000 UTC,1.0,plant-guid-00000055
900002,910003,442373375.0,2025-06-23 16:00:10.000000 UTC,2025-06-23 16:00:10.000000 UTC,1.0,plant-guid-00000056
900003,910001,81028671.0,2025-06-23 16:00:10.000000 UTC,2025-06-23 16:00:10.000000 UTC,1.0,plant-guid-00000057
900003,910001,80597296.0,2025-06-20 16:00:10.000000 UTC,2025-06-20 16:00:10.000000 UTC,1.0,plant-guid-00000058
900003,910005,84573734.0,2025-06-20 16:00:10.000000 UTC,2025-06-20 16:00:10.000000 UTC,1.0,plant-guid-00000059
900003,910000,170780875.0,2025-06-20 16:00:10.000000 UTC,2025-06-20 16:00:10.000000 UTC,1.0,plant-guid-00000060
900002,910003,438052687.0,2025-06-20 16:00:10.000000 UTC,2025-06-20 16:00:10.000000 UTC,1.0,plant-guid-00000061
900005,910008,187841009.7,2025-06-20 16:00:10.000000 UTC,2025-06-20 16:00:10.000000 UTC,1.0,plant-guid-00000062
900005,910009,195009062.0,2025-06-20 16:00:10.000000 UTC,2025-06-20 16:00:10.000000 UTC,1.0,plant-guid-00000063
900001,910002,418251562.0,2025-06-20 16:00:10.000000 UTC,2025-06-20 16:00:10.000000 UTC,1.0,plant-guid-00000064
900004,910004,242784233.0,2025-06-20 16:00:10.000000 UTC,2025-06-20 16:00:10.000000 UTC,1.0,plant-guid-00000065
900004,910006,233241272.0,2025-06-20 16:00:10.000000 UTC,2025-06-20 16:00:10.000000 UTC,1.0,plant-guid-00000066
900004,910004,244414685.0,2025-06-23 16:00:10.000000 UTC,2025-06-23 16:00:10.000000 UTC,1.0,plant-guid-00000067
900005,910008,188941468.0,2025-06-23 16:00:10.000000 UTC,2025-06-23 16:00:10.000000 UTC,1.0,plant-guid-00000068
900001,910002,420324031.0,2025-06-23 16:00:10.000000 UTC,2025-06-23 16:00:10.000000 UTC,1.0,plant-guid-00000069
900003,910005,84720539.0,2025-06-21 16:00:09.000000 UTC,2025-06-21 16:00:09.000000 UTC,1.0,plant-guid-00000070
900003,910001,80744507.0,2025-06-21 16:00:09.000000 UTC,2025-06-21 16:00:09.000000 UTC,1.0,plant-guid-00000071
900003,910000,171048375.0,2025-06-21 16:00:09.000000 UTC,2025-06-21 16:00:09.000000 UTC,1.0,plant-guid-00000072
900002,910003,439129781.0,2025-06-21 16:00:09.000000 UTC,2025-06-21 16:00:09.000000 UTC,1.0,plant-guid-00000073
900005,910008,188207829.1,2025-06-21 16:00:09.000000 UTC,2025-06-21 16:00:09.000000 UTC,1.0,plant-guid-00000074
900005,910009,195346619.3,2025-06-21 16:00:09.000000 UTC,2025-06-21 16:00:09.000000 UTC,1.0,plant-guid-00000075
900001,910002,418754093.0,2025-06-21 16:00:09.000000 UTC,2025-06-21 16:00:09.000000 UTC,1.0,plant-guid-00000076
900004,910004,243363636.0,2025-06-21 16:00:09.000000 UTC,2025-06-21 16:00:09.000000 UTC,1.0,plant-guid-00000077
900004,910006,234163488.0,2025-06-21 16:00:09.000000 UTC,2025-06-21 16:00:09.000000 UTC,1.0,plant-guid-00000078
900004,910006,235781429.0,2025-06-23 16:00:10.000000 UTC,2025-06-23 16:00:10.000000 UTC,1.0,plant-guid-00000079
900003,910000,154731718.0,2025-04-19 16:00:10.000000 UTC,2025-04-19 16:00:10.000000 UTC,1.0,plant-guid-00000080
900003,910000,167480750.0,2025-05-26 16:00:10.000000 UTC,2025-05-26 16:00:10.000000 UTC,1.0,plant-guid-00000081
900003,910000,169402176.9,2025-06-09 16:00:10.000000 UTC,2025-06-09 16:00:10.000000 UTC,1.0,plant-guid-00000082
900003,910000,168459078.0,2025-06-01 16:00:10.000000 UTC,2025-06-01 16:00:10.000000 UTC,1.0,plant-guid-00000083
900003,910000,166908015.0,2025-05-24 16:00:09.000000 UTC,2025-05-24 16:00:09.000000 UTC,1.0,plant-guid-00000084
900003,910000,155359500.0,2025-04-21 16:00:10.000000 UTC,2025-04-21 16:00:10.000000 UTC,1.0,plant-guid-00000085
900003,910000,165703140.0,2025-05-20 16:00:10.000000 UTC,2025-05-20 16:00:10.000000 UTC,1.0,plant-guid-00000086
900003,910000,169452580.5,2025-06-12 16:00:10.000000 UTC,2025-06-12 16:00:10.000000 UTC,1.0,plant-guid-00000087
900003,910000,163177687.0,2025-05-12 16:00:10.000000 UTC,2025-05-12 16:00:10.000000 UTC,1.0,plant-guid-00000088
900003,910000,163927078.0,2025-05-14 16:00:10.000000 UTC,2025-05-14 16:00:10.000000 UTC,1.0,plant-guid-00000089
900003,910000,165437593.0,2025-05-19 16:00:10.000000 UTC,2025-05-19 16:00:10.000000 UTC,1.0,plant-guid-00000090
900003,910000,168750828.0,2025-06-02 16:00:10.000000 UTC,2025-06-02 16:00:10.000000 UTC,1.0,plant-guid-00000091
900003,910000,164796031.0,2025-05-17 16:00:10.000000 UTC,2025-05-17 16:00:10.000000 UTC,1.0,plant-guid-00000092
900003,910000,169435779.3,2025-06-11 16:00:09.000000 UTC,2025-06-11 16:00:09.000000 UTC,1.0,plant-guid-00000093
900003,910000,170242234.0,2025-06-18 16:00:10.000000 UTC,2025-06-18 16:00:10.000000 UTC,1.0,plant-guid-00000094
900003,910000,159402828.0,2025-05-02 16:00:10.000000 UTC,2025-05-02 16:00:10.000000 UTC,1.0,plant-guid-00000095
900003,910000,161226296.0,2025-05-07 16:00:10.000000 UTC,2025-05-07 16:00:10.000000 UTC,1.0,plant-guid-00000096
900003,910000,162947546.0,2025-05-11 16:00:10.000000 UTC,2025-05-11 16:00:10.000000 UTC,1.0,plant-guid-00000097
900003,910000,157602843.0,2025-04-27 16:00:10.000000 UTC,2025-04-27 16:00:10.000000 UTC,1.0,plant-guid-00000098
900003,910000,164131750.0,2025-05-15 16:00:10.000000 UTC,2025-05-15 16:00:10.000000 UTC,1.0,plant-guid-00000099
900003,910000,169318171.0,2025-06-04 16:00:10.000000 UTC,2025-06-04 16:00:10.000000 UTC,1.0,plant-guid-00000100
900003,910000,169351773.4,2025-06-06 16:00:10.000000 UTC,2025-06-06 16:00:10.000000 UTC,1.0,plant-guid-00000101
900003,910000,161681234.0,2025-05-08 16:00:10.000000 UTC,2025-05-08 16:00:10.000000 UTC,1.0,plant-guid-00000102
900003,910000,153991265.0,2025-04-17 16:00:10.000000 UTC,2025-04-17 16:00:10.000000 UTC,1.0,plant-guid-00000103
900003,910000,169502984.0,2025-06-15 16:00:09.000000 UTC,2025-06-15 16:00:09.000000 UTC,1.0,plant-guid-00000104
900003,910000,167934421.0,2025-05-28 16:00:10.000000 UTC,2025-05-28 16:00:10.000000 UTC,1.0,plant-guid-00000105
900003,910000,169368574.5,2025-06-07 16:00:10.000000 UTC,2025-06-07 16:00:10.000000 UTC,1.0,plant-guid-00000106
900003,910000,169418978.1,2025-06-10 16:00:10.000000 UTC,2025-06-10 16:00:10.000000 UTC,1.0,plant-guid-00000107
900003,910000,159731515.0,2025-05-03 16:00:10.000000 UTC,2025-05-03 16:00:10.000000 UTC,1.0,plant-guid-00000108
900003,910000,165161156.0,2025-05-18 16:00:10.000000 UTC,2025-05-18 16:00:10.000000 UTC,1.0,plant-guid-00000109
900003,910000,170032031.0,2025-06-17 16:00:10.000000 UTC,2025-06-17 16:00:10.000000 UTC,1.0,plant-guid-00000110
900003,910000,169131484.0,2025-06-03 16:00:10.000000 UTC,2025-06-03 16:00:10.000000 UTC,1.0,plant-guid-00000111
900003,910000,154418593.0,2025-04-18 16:00:10.000000 UTC,2025-04-18 16:00:10.000000 UTC,1.0,plant-guid-00000112
900003,910000,165959296.0,2025-05-21 16:00:10.000000 UTC,2025-05-21 16:00:10.000000 UTC,1.0,plant-guid-00000113
900003,910000,159021515.5,2025-05-01 16:00:10.000000 UTC,2025-05-01 16:00:10.000000 UTC,1.0,plant-guid-00000114
900003,910000,169334972.2,2025-06-05 16:00:10.000000 UTC,2025-06-05 16:00:10.000000 UTC,1.0,plant-guid-00000115
900003,910000,169385375.7,2025-06-08 16:00:10.000000 UTC,2025-06-08 16:00:10.000000 UTC,1.0,plant-guid-00000116
900003,910000,158640203.0,2025-04-30 16:00:10.000000 UTC,2025-04-30 16:00:10.000000 UTC,1.0,plant-guid-00000117
900003,910000,168016343.0,2025-05-29 16:00:10.000000 UTC,2025-05-29 16:00:10.000000 UTC,1.0,plant-guid-00000118
900003,910000,158330281.0,2025-04-29 16:00:10.000000 UTC,2025-04-29 16:00:10.000000 UTC,1.0,plant-guid-00000119
900003,910000,166219546.0,2025-05-22 16:00:10.000000 UTC,2025-05-22 16:00:10.000000 UTC,1.0,plant-guid-00000120
900003,910000,157890437.0,2025-04-28 16:00:10.000000 UTC,2025-04-28 16:00:10.000000 UTC,1.0,plant-guid-00000121
900003,910000,162566703.0,2025-05-10 16:00:10.000000 UTC,2025-05-10 16:00:10.000000 UTC,1.0,plant-guid-00000122
900003,910000,166590796.0,2025-05-23 16:00:10.000000 UTC,2025-05-23 16:00:10.000000 UTC,1.0,plant-guid-00000123
900003,910000,168324656.0,2025-05-31 16:00:10.000000 UTC,2025-05-31 16:00:10.000000 UTC,1.0,plant-guid-00000124
900003,910000,155129281.0,2025-04-20 16:00:10.000000 UTC,2025-04-20 16:00:10.000000 UTC,1.0,plant-guid-00000125
900003,910000,164463125.0,2025-05-16 16:00:10.000000 UTC,2025-05-16 16:00:10.000000 UTC,1.0,plant-guid-00000126
900003,910000,170527421.0,2025-06-19 16:00:10.000000 UTC,2025-06-19 16:00:10.000000 UTC,1.0,plant-guid-00000127
900003,910000,169469381.6,2025-06-13 16:00:10.000000 UTC,2025-06-13 16:00:10.000000 UTC,1.0,plant-guid-00000128
900003,910000,169486182.8,2025-06-14 16:00:10.000000 UTC,2025-06-14 16:00:10.000000 UTC,1.0,plant-guid-00000129
900003,910000,168096921.0,2025-05-30 16:00:10.000000 UTC,2025-05-30 16:00:10.000000 UTC,1.0,plant-guid-00000130
900003,910000,169896781.0,2025-06-16 16:00:10.000000 UTC,2025-06-16 16:00:10.000000 UTC,1.0,plant-guid-00000131
900003,910000,167225468.0,2025-05-25 16:00:10.000000 UTC,2025-05-25 16:00:10.000000 UTC,1.0,plant-guid-00000132
900003,910000,167882359.0,2025-05-27 16:00:10.000000 UTC,2025-05-27 16:00:10.000000 UTC,1.0,plant-guid-00000133
900003,910000,160812156.0,2025-05-06 16:00:10.000000 UTC,2025-05-06 16:00:10.000000 UTC,1.0,plant-guid-00000134
900003,910000,163594546.0,2025-05-13 16:00:10.000000 UTC,2025-05-13 16:00:10.000000 UTC,1.0,plant-guid-00000135
900003,910000,162139125.0,2025-05-09 16:00:10.000000 UTC,2025-05-09 16:00:10.000000 UTC,1.0,plant-guid-00000136
900003,910000,160090359.0,2025-05-04 16:00:10.000000 UTC,2025-05-04 16:00:10.000000 UTC,1.0,plant-guid-00000137
900003,910001,76731960.0,2025-05-27 16:00:10.000000 UTC,2025-05-27 16:00:10.000000 UTC,1.0,plant-guid-00000138
900003,910001,74555109.0,2025-05-13 16:00:10.000000 UTC,2025-05-13 16:00:10.000000 UTC,1.0,plant-guid-00000139
900003,910001,74800226.0,2025-05-15 16:00:10.000000 UTC,2025-05-15 16:00:10.000000 UTC,1.0,plant-guid-00000140
900003,910001,77354726.0,2025-06-02 16:00:10.000000 UTC,2025-06-02 16:00:10.000000 UTC,1.0,plant-guid-00000141
900003,910001,71356640.0,2025-04-19 16:00:10.000000 UTC,2025-04-19 16:00:10.000000 UTC,1.0,plant-guid-00000142
900003,910001,77114523.0,2025-05-31 16:00:10.000000 UTC,2025-05-31 16:00:10.000000 UTC,1.0,plant-guid-00000143
900003,910001,79294099.73,2025-06-12 16:00:10.000000 UTC,2025-06-12 16:00:10.000000 UTC,1.0,plant-guid-00000144
900003,910001,79890062.0,2025-06-15 16:00:09.000000 UTC,2025-06-15 16:00:09.000000 UTC,1.0,plant-guid-00000145
900003,910001,73376445.0,2025-05-07 16:00:10.000000 UTC,2025-05-07 16:00:10.000000 UTC,1.0,plant-guid-00000146
900003,910001,71474031.0,2025-04-27 16:00:10.000000 UTC,2025-04-27 16:00:10.000000 UTC,1.0,plant-guid-00000147
900003,910001,80297953.0,2025-06-18 16:00:10.000000 UTC,2025-06-18 16:00:10.000000 UTC,1.0,plant-guid-00000148
900003,910001,76987859.0,2025-05-30 16:00:10.000000 UTC,2025-05-30 16:00:10.000000 UTC,1.0,plant-guid-00000149
900003,910001,73185484.0,2025-05-06 16:00:10.000000 UTC,2025-05-06 16:00:10.000000 UTC,1.0,plant-guid-00000150
900003,910001,72013171.0,2025-04-30 16:00:10.000000 UTC,2025-04-30 16:00:10.000000 UTC,1.0,plant-guid-00000151
900003,910001,79095445.64,2025-06-11 16:00:09.000000 UTC,2025-06-11 16:00:09.000000 UTC,1.0,plant-guid-00000152
900003,910001,78300829.27,2025-06-07 16:00:10.000000 UTC,2025-06-07 16:00:10.000000 UTC,1.0,plant-guid-00000153
900003,910001,79691407.91,2025-06-14 16:00:10.000000 UTC,2025-06-14 16:00:10.000000 UTC,1.0,plant-guid-00000154
900003,910001,75426101.0,2025-05-19 16:00:10.000000 UTC,2025-05-19 16:00:10.000000 UTC,1.0,plant-guid-00000155
900003,910001,74240976.0,2025-05-11 16:00:10.000000 UTC,2025-05-11 16:00:10.000000 UTC,1.0,plant-guid-00000156
900003,910001,71850179.0,2025-04-29 16:00:10.000000 UTC,2025-04-29 16:00:10.000000 UTC,1.0,plant-guid-00000157
900003,910001,75836007.0,2025-05-22 16:00:10.000000 UTC,2025-05-22 16:00:10.000000 UTC,1.0,plant-guid-00000158
900003,910001,80178976.0,2025-06-17 16:00:10.000000 UTC,2025-06-17 16:00:10.000000 UTC,1.0,plant-guid-00000159
900003,910001,76035718.0,2025-05-23 16:00:10.000000 UTC,2025-05-23 16:00:10.000000 UTC,1.0,plant-guid-00000160
900003,910001,72799234.0,2025-05-04 16:00:10.000000 UTC,2025-05-04 16:00:10.000000 UTC,1.0,plant-guid-00000161
900003,910001,75690648.0,2025-05-21 16:00:10.000000 UTC,2025-05-21 16:00:10.000000 UTC,1.0,plant-guid-00000162
900003,910001,75103210.0,2025-05-17 16:00:10.000000 UTC,2025-05-17 16:00:10.000000 UTC,1.0,plant-guid-00000163
900003,910001,77561765.0,2025-06-03 16:00:10.000000 UTC,2025-06-03 16:00:10.000000 UTC,1.0,plant-guid-00000164
900003,910001,74074218.0,2025-05-10 16:00:10.000000 UTC,2025-05-10 16:00:10.000000 UTC,1.0,plant-guid-00000165
900003,910001,71356625.0,2025-04-18 16:00:10.000000 UTC,2025-04-18 16:00:10.000000 UTC,1.0,plant-guid-00000166
900003,910001,72429890.0,2025-05-02 16:00:10.000000 UTC,2025-05-02 16:00:10.000000 UTC,1.0,plant-guid-00000167
900003,910001,75561781.0,2025-05-20 16:00:10.000000 UTC,2025-05-20 16:00:10.000000 UTC,1.0,plant-guid-00000168
900003,910001,77191039.0,2025-06-01 16:00:10.000000 UTC,2025-06-01 16:00:10.000000 UTC,1.0,plant-guid-00000169
900003,910001,79492753.82,2025-06-13 16:00:10.000000 UTC,2025-06-13 16:00:10.000000 UTC,1.0,plant-guid-00000170
900003,910001,80457984.0,2025-06-19 16:00:10.000000 UTC,2025-06-19 16:00:10.000000 UTC,1.0,plant-guid-00000171
900003,910001,73467023.0,2025-05-08 16:00:10.000000 UTC,2025-05-08 16:00:10.000000 UTC,1.0,plant-guid-00000172
900003,910001,76894593.0,2025-05-28 16:00:10.000000 UTC,2025-05-28 16:00:10.000000 UTC,1.0,plant-guid-00000173
900003,910001,77903521.09,2025-06-05 16:00:10.000000 UTC,2025-06-05 16:00:10.000000 UTC,1.0,plant-guid-00000174
900003,910001,74974757.0,2025-05-16 16:00:10.000000 UTC,2025-05-16 16:00:10.000000 UTC,1.0,plant-guid-00000175
900003,910001,78698137.45,2025-06-09 16:00:10.000000 UTC,2025-06-09 16:00:10.000000 UTC,1.0,plant-guid-00000176
900003,910001,73861875.0,2025-05-09 16:00:10.000000 UTC,2025-05-09 16:00:10.000000 UTC,1.0,plant-guid-00000177
900003,910001,71356515.0,2025-04-17 16:00:10.000000 UTC,2025-04-17 16:00:10.000000 UTC,1.0,plant-guid-00000178
900003,910001,71624609.0,2025-04-28 16:00:10.000000 UTC,2025-04-28 16:00:10.000000 UTC,1.0,plant-guid-00000179
900003,910001,78499483.36,2025-06-08 16:00:10.000000 UTC,2025-06-08 16:00:10.000000 UTC,1.0,plant-guid-00000180
900003,910001,76943171.0,2025-05-29 16:00:10.000000 UTC,2025-05-29 16:00:10.000000 UTC,1.0,plant-guid-00000181
900003,910001,71356687.0,2025-04-20 16:00:10.000000 UTC,2025-04-20 16:00:10.000000 UTC,1.0,plant-guid-00000182
900003,910001,72221530.5,2025-05-01 16:00:10.000000 UTC,2025-05-01 16:00:10.000000 UTC,1.0,plant-guid-00000183
900003,910001,80105968.0,2025-06-16 16:00:10.000000 UTC,2025-06-16 16:00:10.000000 UTC,1.0,plant-guid-00000184
900003,910001,71356710.0,2025-04-21 16:00:10.000000 UTC,2025-04-21 16:00:10.000000 UTC,1.0,plant-guid-00000185
900003,910001,74360179.0,2025-05-12 16:00:10.000000 UTC,2025-05-12 16:00:10.000000 UTC,1.0,plant-guid-00000186
900003,910001,72607312.0,2025-05-03 16:00:10.000000 UTC,2025-05-03 16:00:10.000000 UTC,1.0,plant-guid-00000187
900003,910001,77704867.0,2025-06-04 16:00:10.000000 UTC,2025-06-04 16:00:10.000000 UTC,1.0,plant-guid-00000188
900003,910001,76508187.0,2025-05-26 16:00:10.000000 UTC,2025-05-26 16:00:10.000000 UTC,1.0,plant-guid-00000189
900003,910001,78896791.55,2025-06-10 16:00:10.000000 UTC,2025-06-10 16:00:10.000000 UTC,1.0,plant-guid-00000190
900003,910001,76204601.0,2025-05-24 16:00:09.000000 UTC,2025-05-24 16:00:09.000000 UTC,1.0,plant-guid-00000191
900003,910001,75294242.0,2025-05-18 16:00:10.000000 UTC,2025-05-18 16:00:10.000000 UTC,1.0,plant-guid-00000192
900003,910001,74709320.0,2025-05-14 16:00:10.000000 UTC,2025-05-14 16:00:10.000000 UTC,1.0,plant-guid-00000193
900003,910001,78102175.18,2025-06-06 16:00:10.000000 UTC,2025-06-06 16:00:10.000000 UTC,1.0,plant-guid-00000194
900003,910001,76368640.0,2025-05-25 16:00:10.000000 UTC,2025-05-25 16:00:10.000000 UTC,1.0,plant-guid-00000195
900001,910002,400529656.0,2025-05-25 16:00:10.000000 UTC,2025-05-25 16:00:10.000000 UTC,1.0,plant-guid-00000196
900001,910002,417635968.0,2025-06-19 16:00:10.000000 UTC,2025-06-19 16:00:10.000000 UTC,1.0,plant-guid-00000197
900001,910002,406712500.0,2025-06-03 16:00:10.000000 UTC,2025-06-03 16:00:10.000000 UTC,1.0,plant-guid-00000198
900001,910002,379817093.0,2025-05-02 16:00:10.000000 UTC,2025-05-02 16:00:10.000000 UTC,1.0,plant-guid-00000199
900001,910002,388870156.0,2025-05-11 16:00:10.000000 UTC,2025-05-11 16:00:10.000000 UTC,1.0,plant-guid-00000200
900001,910002,390645906.0,2025-05-13 16:00:10.000000 UTC,2025-05-13 16:00:10.000000 UTC,1.0,plant-guid-00000201
900001,910002,369784187.0,2025-04-20 16:00:10.000000 UTC,2025-04-20 16:00:10.000000 UTC,1.0,plant-guid-00000202
900001,910002,408836937.0,2025-06-06 16:00:10.000000 UTC,2025-06-06 16:00:10.000000 UTC,1.0,plant-guid-00000203
900001,910002,372146062.0,2025-04-23 16:00:10.000000 UTC,2025-04-23 16:00:10.000000 UTC,1.0,plant-guid-00000204
900001,910002,410865843.0,2025-06-10 16:00:10.000000 UTC,2025-06-10 16:00:10.000000 UTC,1.0,plant-guid-00000205
900001,910002,391481156.0,2025-05-14 16:00:10.000000 UTC,2025-05-14 16:00:10.000000 UTC,1.0,plant-guid-00000206
900001,910002,394151187.0,2025-05-17 16:00:10.000000 UTC,2025-05-17 16:00:10.000000 UTC,1.0,plant-guid-00000207
900001,910002,403508468.0,2025-05-28 16:00:10.000000 UTC,2025-05-28 16:00:10.000000 UTC,1.0,plant-guid-00000208
900001,910002,385290500.0,2025-05-08 16:00:10.000000 UTC,2025-05-08 16:00:10.000000 UTC,1.0,plant-guid-00000209
900001,910002,384188625.0,2025-05-07 16:00:10.000000 UTC,2025-05-07 16:00:10.000000 UTC,1.0,plant-guid-00000210
